ssphp.use_case.id,ssphp.use_case.foundational_system,ssphp.use_case.savedsearch,ssphp.use_case.short_description,ssphp.cis_benchmark.control.title,ssphp.use_case.title,ssphp.cis_benchmark.control.profile_applicability,ssphp.cis_benchmark.control.level,ssphp.cis_benchmark.control.number,ssphp.cis_benchmark.control.group,ssphp.cis_benchmark.control.description,ssphp.cis_benchmark.control.rationale,ssphp.cis_benchmark.control.impact,ssphp.cis_benchmark.controls.ig1,ssphp.cis_benchmark.controls.ig2,ssphp.cis_benchmark.controls.ig3,ssphp.use_case.framework.ig_1,ssphp.use_case.framework.ig_2,ssphp.use_case.framework.ig_3,ssphp.cis_benchmark.controls.v8,ssphp.cis_benchmark.document.date,ssphp.cis_benchmark.document.name,ssphp.cis_benchmark.document.version,ssphp.cis_benchmark.version,ssphp.metadata.last_updated_by,ssphp.metadata.last_updated_date,ssphp.risk.expectancy,ssphp.risk.impact,ssphp.score.scoring_narrative,ssphp.score.threshold.green,ssphp.score.threshold.orange,ssphp.score.threshold.red,ssphp.score.ciso_priority,ssphp.use_case.control,ssphp.use_case.description
m365_004_cis_4-3,M365,ssphp_use_case_m365_004_cis_4-3,Mail Forwarding,Ensure all forms of mail forwarding are blocked and/or disabled,M365 004 [CIS 4.3],E3 Level 1,L1,4.3,Email Security / Exchange Online,"Exchange Online offers several methods of managing the flow of email messages. These are Remote domain, Transport Rules, and Anti-spam outbound policies. These methods work together to provide comprehensive coverage for potential automatic forwarding channels: Outlook forwarding using inbox rules, Outlook forwarding configured using OOF rule, OWA forwarding setting (ForwardingSmtpAddress), Forwarding set by the admin using EAC (ForwardingAddress), Forwarding using Power Automate / Flow Ensure a Transport rule and Anti-spam outbound policy are used to block mail forwarding. NOTE: Any exclusions should be implemented based on organizational policy.","Attackers often create these rules to exfiltrate data from your tenancy, this could be accomplished via access to an end-user account or otherwise. An insider could also use one of these methods as an secondary channel to exfiltrate sensitive data.",Care should be taken before implementation to ensure there is no business need for case-by-case auto-forwarding. Disabling auto-forwarding to remote domains will affect all users and in an organization. Any exclusions should be implemented based on organizational policy.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_004_cis_4-4,M365,ssphp_use_case_m365_004_cis_4-4,Mail Transport Rules Whitelists,Ensure mail transport rules do not whitelist specific domains,M365 004 [CIS 4.4],E3 Level 1,L1,4.4,Email Security / Exchange Online,Mail flow rules (transport rules) in Exchange Online are used to identify and take action on messages that flow through the organization.,"Whitelisting domains in transport rules bypasses regular malware and phishing scanning, which can enable an attacker to launch attacks against your users from a safe haven domain.",Care should be taken before implementation to ensure there is no business need for case-by-case whitelisting. Removing all whitelisted domains could affect incoming mail flow to an organization although modern systems sending legitimate mail should have no issue with this.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_004_cis_4-5,M365,ssphp_use_case_m365_004_cis_4-5,Safe Attachments policy,Ensure Safe Attachments policy is enabled,M365 004 [CIS 4.5],E5 Level 2,L2,4.5,Email Security / Exchange Online,"The Safe Attachments policy helps protect users from malware in email attachments by scanning attachments for viruses, malware, and other malicious content. When an email attachment is received by a user, Safe Attachments will scan the attachment in a secure environment and provide a verdict on whether the attachment is safe or not.","Enabling Safe Attachments policy helps protect against malware threats in email attachments by analyzing suspicious attachments in a secure, cloud-based environment before they are delivered to the user's inbox. This provides an additional layer of security and can prevent new or unseen types of malware from infiltrating the organization's network.",Delivery of email with attachments may be delayed while scanning is occurring.,FALSE,FALSE,TRUE,-,-,9.7,9.7 Deploy and Maintain Email Server Anti-Malware Protections,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-6,M365,ssphp_use_case_m365_004_cis_4-6,Anti-phishing policy,Ensure that an anti-phishing policy has been created,M365 004 [CIS 4.6],E5 Level 1,L1,4.6,Email Security / Exchange Online,"By default, Office 365 includes built-in features that help protect users from phishing attacks. Set up anti-phishing polices to increase this protection, for example by refining settings to better detect and prevent impersonation and spoofing attacks. The default policy applies to all users within the organization, and is a single view to fine-tune antiphishing protection. Custom policies can be created and configured for specific users, groups or domains within the organization and will take precedence over the default policy for the scoped users.","Protects users from phishing attacks (like impersonation and spoofing), and uses safety tips to warn users about potentially harmful messages.","Turning on Anti-Phishing should not cause an impact, messages will be displayed when applicable.",FALSE,FALSE,TRUE,-,-,9.7,"9.7 Deploy and Maintain Email Server Anti-Malware 
Protections",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-7,M365,ssphp_use_case_m365_004_cis_4-7,DKIM for all Exchange Online Domains,Ensure that DKIM is enabled for all Exchange Online Domains,M365 004 [CIS 4.7],E3 Level 1,L1,4.7,Email Security / Exchange Online,"DKIM is one of the trio of Authentication methods (SPF, DKIM and DMARC) that help prevent attackers from sending messages that look like they come from your domain. DKIM lets an organization add a digital signature to outbound email messages in the message header. When DKIM is configured, the organization authorizes it's domain to associate, or sign, its name to an email message using cryptographic authentication. Email systems that get email from this domain can use a digital signature to help verify whether incoming email is legitimate. Use of DKIM in addition to SPF and DMARC to help prevent malicious actors using spoofing techniques from sending messages that look like they are coming from your domain.","By enabling DKIM with Office 365, messages that are sent from Exchange Online will be cryptographically signed. This will allow the receiving email system to validate that the messages were generated by a server that the organization authorized and not being spoofed","There should be no impact of setting up DKIM however, organizations should ensure appropriate setup to ensure continuous mail-flow.",FALSE,TRUE,TRUE,-,9.5,9.5,9.5 Implement DMARC,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-8,M365,ssphp_use_case_m365_004_cis_4-8,Published SPF records for Exchange Domains,Ensure that SPF records are published for all Exchange Domains,M365 004 [CIS 4.8],E3 Level 1,L1,4.8,Email Security / Exchange Online,"For each domain that is configured in Exchange, a corresponding Sender Policy Framework (SPF) record should be created.",SPF records allow Exchange Online Protection and other mail systems know where messages from domains are allowed to originate. This information can be used by that system to determine how to treat the message based on if it is being spoofed or is valid.,"There should be minimal impact of setting up SPF records however, organizations should ensure proper SPF record setup as email could be flagged as spam if SPF is not setup appropriately.",FALSE,TRUE,TRUE,-,9.5,9.5,9.5 Implement DMARC,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-9,M365,ssphp_use_case_m365_004_cis_4-9,DMARC Records for Exchange Online domains,Ensure DMARC Records for all Exchange Online domains are published,M365 004 [CIS 4.9],E3 Level 1,L1,4.9,Email Security / Exchange Online,"Publish Domain-Based Message Authentication, Reporting and Conformance (DMARC) records for each Exchange Online Accepted Domain.","Domain-based Message Authentication, Reporting and Conformance (DMARC) work with Sender Policy Framework (SPF) and DomainKeys Identified Mail (DKIM) to authenticate mail senders and ensure that destination email systems trust messages sent from your domain.","There should be no impact of setting up DMARC however, organizations should ensure appropriate setup to ensure continuous mail-flow.",FALSE,TRUE,TRUE,-,9.5,9.5,9.5 Implement DMARC,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-10,M365,ssphp_use_case_m365_005_cis_5-10,Review Account Provisioning Activity report,Ensure the Account Provisioning Activity report is reviewed at least weekly,M365 005 [CIS 5.10],E3 Level 1,L1,5.1,Auditing,The Account Provisioning Activity report details any account provisioning that was attempted by an external application.,"If the organization doesn't usually use a third party provider to manage accounts, any entry on the list is likely illicit. However, if the organization uses a third party provider, it is recommended to monitor transaction volumes and look for new or unusual third party applications that may be managing users. If anything unusual is observed, the provider should be contacted to determine the legitimacy of the action.",-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-11,M365,ssphp_use_case_m365_005_cis_5-11,Review non-global administrator role group assignments,Non-global administrator role group assignments should be reviewed at least every week.,M365 005 [CIS 5.11],E3 Level 1,L1,5.11,Auditing,Non-global administrator role group assignments should be reviewed at least every week.,"While these roles are less powerful than a global admin, they do grant special privileges that can be used illicitly. If unusual activity is detected, contact the user to confirm it is a legitimate need.",-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-1-1,M365,ssphp_use_case_m365_005_cis_5-1-1,Guest User Reviews,Ensure 'Access reviews' for Guest Users are configured,M365 005 [CIS 5.1.1],E5 Level 1,L1,5.1.1,Auditing,"Access reviews enable administrators to establish an efficient automated process for reviewing group memberships, access to enterprise applications, and role assignments. These reviews can be scheduled to recur regularly, with flexible options for delegating the task of reviewing membership to different members of the organization. Ensure Access reviews for Guest Users are configured to be performed no less frequently than monthly.","Access to groups and applications for guests can change over time. If a guest user's access to a particular folder goes unnoticed, they may unintentionally gain access to sensitive data if a member adds new files or data to the folder or application. Access reviews can help reduce the risks associated with outdated assignments by requiring a member of the organization to conduct the reviews. Furthermore, these reviews can enable a fail-closed mechanism to remove access to the subject if the reviewer does not respond to the review.",Access reviews that are ignored may cause guest users to lose access to resources temporarily.,TRUE,TRUE,TRUE,"5.1
5.3","5.1
5.3","5.1
5.3","5.1 Establish and Maintain an Inventory of Accounts
5.3 Disable Dormant Accounts",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_005_cis_5-12,M365,ssphp_use_case_m365_005_cis_5-12,Review spoofed domains report,Ensure the spoofed domains report is reviewed weekly,M365 005 [CIS 5.12],E5 Level 1,L1,5.12,Auditing,"Use spoof intelligence in the Security Center on the Anti-spam settings page to review all senders who are spoofing either domains that are part of the organization, or spoofing external domains. Spoof intelligence is available as part of Office 365 Enterprise E5 or separately as part of Defender for Office 365 and as of October, 2018 Exchange Online Protection (EOP).","Bad actors spoof domains to trick users into conducting actions they normally would not or should not via phishing emails. Running this report will inform the message administrators of current activities, and the phishing techniques used by bad actors. This information can be used to inform end users and plan against future campaigns.",-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-1-2,M365,ssphp_use_case_m365_005_cis_5-1-2,Privileged User Reviews,Ensure 'Access reviews' for high privileged Azure AD roles are configured,M365 005 [CIS 5.1.2],E5 Level 1,L1,5.1.2,Auditing,"Access reviews enable administrators to establish an efficient automated process for reviewing group memberships, access to enterprise applications, and role assignments. These reviews can be scheduled to recur regularly, with flexible options for delegating the task of reviewing membership to different members of the organization. Ensure Access reviews for high privileged Azure AD roles are done no less frequently than weekly. These reviews should include at a minimum the roles listed below: Global Administrator, Exchange Administrator, SharePoint Administrator, Teams Administrator, Security Administrator NOTE: An access review is created for each role selected after completing the process.","Regular review of critical high privileged roles in Azure AD will help identify role drift, or potential malicious activity. This will enable the practice and application of ""separation of duties"" where even non-privileged users like security auditors can be assigned to review assigned roles in an organization. Furthermore, if configured these reviews can enable a fail-closed mechanism to remove access to the subject if the reviewer does not respond to the review.",-,TRUE,TRUE,TRUE,"5.1
5.3","5.1
5.3","5.1
5.3","5.1 Establish and Maintain an Inventory of Accounts
5.3 Disable Dormant Accounts",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_005_cis_5-13,M365,ssphp_use_case_m365_005_cis_5-13,Microsoft Defender for Cloud Apps,Ensure Microsoft Defender for Cloud Apps is enabled and configured,M365 005 [CIS 5.13],E5 Level 2,L2,5.13,Auditing,"Microsoft Defender for Cloud Apps is a Cloud Access Security Broker (CASB). It provides visibility into suspicious activity in Microsoft 365, enabling investigation into potential security issues and facilitating the implementation of remediation measures if necessary. Some risk detection methods provided by Azure AD Identity Protection also require Microsoft Defender for Cloud Apps: Suspicious manipulation of inbox rules, Suspicious inbox forwarding, New country detection, Impossible travel detection, Activity from anonymous IP addresses, Mass access to sensitive files. https://docs.microsoft.com/en-us/azure/active-directory/identity-protection/conceptidentity-protection-risks","Security teams can receive notifications of triggered alerts for atypical or suspicious activities, see how the organization's data in Microsoft 365 is accessed and used, suspend user accounts exhibiting suspicious activity, and require users to log back in to Microsoft 365 apps after an alert has been triggered.",-,TRUE,TRUE,TRUE,10.1,10.1 10.5,10.1 10.5,"10.1 Deploy and Maintain Anti-Malware Software
10.5 Enable Anti-Exploitation Features",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,16/10/2023 14:52,5,5,"This score has been input manually. Best=100, Worst=0.",99,-,-,-,,
m365_005_cis_5-14,M365,ssphp_use_case_m365_005_cis_5-14,Review Restricted entities report,Ensure the 'Restricted entities' report is reviewed weekly,M365 005 [CIS 5.14],E5 Level 1,L1,5.14,Auditing,"Microsoft 365 Defender reviews of Restricted Entities will provide a list of user accounts restricted from sending e-mail. If a user exceeds one of the outbound sending limits as specified in the service limits or in outbound spam policies, the user is restricted from sending email, but they can still receive email.","Users who are found on the restricted users list have a high probability of having been compromised. Review of this list will allow an organization to remediate these user accounts, and then unblock them.",-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-15,M365,ssphp_use_case_m365_005_cis_5-15,Guest User Reviews,Ensure Guest Users are reviewed at least biweekly,M365 005 [CIS 5.15],E3 Level 1,L1,5.15,Auditing,Guest users can be set up for those users not in the organization to still be granted access to resources. It is important to maintain visibility for what guest users are established in the tenant. Ensure Guest Users are reviewed no less frequently than biweekly NOTE: With the E5 license an access review can be configured to review guest accounts automatically on a reoccurring basis. This is the preferred method if the licensing is available.,Periodic review of guest users ensures proper access to resources.,-,TRUE,TRUE,TRUE,"5.1
5.3","5.1
5.3","5.1
5.3","5.1 Establish and Maintain an Inventory of Accounts
5.3 Disable Dormant Accounts",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_005_cis_5-2,M365,ssphp_use_case_m365_005_cis_5-2,M365 Audit Log,Ensure Microsoft 365 audit log search is Enabled,M365 005 [CIS 5.2],E3 Level 1,L1,5.2,Auditing,"When audit log search is enabled in the Microsoft Purview compliance portal, user and admin activity within the organization is recorded in the audit log and retained for 90 days. However, some organizations may prefer to use a third-party security information and event management (SIEM) application to access their auditing data. In this scenario, a global admin can choose to turn off audit log search in Microsoft 365.","Enabling audit log search in the Microsoft Purview compliance portal can help organizations improve their security posture, meet regulatory compliance requirements, respond to security incidents, and gain valuable operational insights.",-,TRUE,TRUE,TRUE,8.2,8.2,8.2,8.2 Collect Audit Logs,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_005_cis_5-3,M365,ssphp_use_case_m365_005_cis_5-3,M365 Mailbox Auditing,Ensure mailbox auditing for all users is Enabled,M365 005 [CIS 5.3],E3 Level 1,L1,5.3,Auditing,"By turning on mailbox auditing, Microsoft 365 back office teams can track logons to a mailbox as well as what actions are taken while the user is logged on. After you turn on mailbox audit logging for a mailbox, you can search the audit log for mailbox activity. Additionally, when mailbox audit logging is turned on, some actions performed by administrators, delegates, and owners are logged by default.","Starting in January 2019, Microsoft is turning on mailbox audit logging by default for all organizations. This means that certain actions performed by mailbox owners, delegates, and admins are automatically logged, and the corresponding mailbox audit records will be available when you search for them in the mailbox audit log. When mailbox auditing on by default is turned on for the organization, the AuditEnabled property for affected mailboxes won't be changed from False to True. In other words, mailbox auditing on by default ignores the AuditEnabled property on mailboxes. However, only certain mailbox types support default auditing On : User Mailboxes, Shared Mailboxes, Microsoft 365 Group Mailboxes.  The remaining mailbox types require auditing be turned on at the mailbox level: Resource Mailboxes, Public Folder Mailboxes, DiscoverySearch Mailbox.  Whether it is for regulatory compliance or for tracking unauthorized configuration changes in Microsoft 365, enabling mailbox auditing allows for Microsoft 365 back office teams to run security operations, forensics or general investigations on mailbox activities.  NOTE: Without advanced auditing (E5 function) the logs are limited to 90 days.",-,TRUE,TRUE,TRUE,8.2,8.2,8.2,8.2 Collect Audit Logs,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_005_cis_5-4,M365,ssphp_use_case_m365_005_cis_5-4,Azure AD 'Risky sign-ins' report,Ensure the Azure AD 'Risky sign-ins' report is reviewed at least weekly,M365 005 [CIS 5.4],E5 Level 1,L1,5.4,Auditing,"This report contains records of accounts that have had activity that could indicate they are compromised, such as accounts that have: successfully signed in after multiple failures, which is an indication that the accounts have cracked passwords, signed in to tenant from a client IP address that has been recognized by Microsoft as an anonymous proxy IP address (such as a TOR network), successful sign-ins from users where two sign-ins appeared to originate from different regions and the time between sign-ins makes it impossible for the user to have traveled between those regions",Reviewing this report on a regular basis allows for identification and remediation of compromised accounts.,"To verify the report is being reviewed at least weekly, confirm that the necessary procedures are in place and being followed.",FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-5,M365,ssphp_use_case_m365_005_cis_5-5,Application Usage report,Ensure the Application Usage report is reviewed at least weekly,M365 005 [CIS 5.5],E3 Level 2,L2,5.5,Auditing,The Application Usage report includes a usage summary for all Software as a Service (SaaS) applications that are integrated with the organization's directory.,Review the list of app registrations on a regular basis to look for risky apps that users have enabled that could cause data spillage or accidental elevation of privilege. Attackers can often get access to data illicitly through third-party SaaS applications.,-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-6,M365,ssphp_use_case_m365_005_cis_5-6,Self-service password reset activity report,Ensure the self-service password reset activity report is reviewed at least weekly,M365 005 [CIS 5.6],E3 Level 1,L1,5.6,Auditing,The Microsoft 365 platform allows users to reset their password in the event they forget it. The self-service password reset activity report logs each time a user successfully resets their password this way. The self-service password reset activity report should be review at least weekly.,"An attacker will commonly compromise an account, then change the password to something they control and can manage.",-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-7,M365,ssphp_use_case_m365_005_cis_5-7,Review user role group changes,Ensure user role group changes are reviewed at least weekly,M365 005 [CIS 5.7],E3 Level 1,L1,5.7,Auditing,Role-Based Access Control allows for permissions to be assigned to users based on their roles within an organization. It is more manageable form of access control that is less prone to errors. These user roles can be audited inside of Microsoft Purview to provide a security auditor insight into user privilege change.,"Weekly reviews provide an opportunity to identify rights changes in an organization and is a large part of maintaining Least Privilege and preventing Privilege creep. Insider Threats, either intentional or unintentional can occur when a user has higher than needed privileges. Maintaining accountability of role membership will keep insiders and malicious actors limited in the scope of potential damaging activities.","By performing regular reviews the Administrators assigning rights to users will need to inevitably provide justification for those changes to security auditors. Documentation that includes detailed policies, procedures, and change requests will need to be considered in order to keep a secure organization functioning within it's planned operational level.",FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_005_cis_5-8,M365,ssphp_use_case_m365_005_cis_5-8,Review Mail forwarding rules,Ensure mail forwarding rules are reviewed at least weekly,M365 005 [CIS 5.8],E3 Level 1,L1,5.8,Auditing,"The Exchange Online environment can be configured in a way that allows for automatic forwarding of e-mail. This can be done using Transport Rules in the Admin Center, Auto Forwarding per mailbox, and client-based rules in Outlook. Administrators and users both are given several methods to automatically and quickly send e-mails outside of your organization.","Reviewing mail forwarding rules will provide the Messaging Administrator insight into possible attempts to exfiltrate data from the organization. Weekly review helps create a recognition of baseline, legitimate activity of users. This will aide in helping identify the more malicious activity of bad actors when/if they choose to use this side-channel.",There is no impacting to reviewing these reports.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_005_cis_5-9,M365,ssphp_use_case_m365_005_cis_5-9,Review Threat protection status report,Ensure all security threats in the Threat protection status report are reviewed at least weekly,M365 005 [CIS 5.9],E3 Level 1,L1,5.9,Auditing,"The Threat protection status report shows specific instances of Microsoft blocking a malware attachment from reaching users, phishing being blocked, impersonation attempts, etc. The Threat protection status report should be reviewed at least weekly.","While this report isn't strictly actionable, reviewing it will give a sense of the overall volume of various security threats targeting users, which may prompt adoption of more aggressive threat mitigations.",-,FALSE,TRUE,TRUE,-,8.11,8.11,8.11 Conduct Audit Log Reviews,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_006_cis_6-1,M365,ssphp_use_case_m365_006_cis_6-1,SharePoint external sharing,Ensure SharePoint external sharing is managed through domain whitelist/blacklists,M365 006 [CIS 6.1],E3 Level 2,L2,6.1,Storage,Control sharing of documents to external domains by either blocking domains or only allowing sharing with specific named domains.,"Attackers will often attempt to expose sensitive information to external entities through sharing, and restricting the domains that users can share documents with will reduce that surface area.",Enabling this feature will prevent users from sharing documents with domains outside of the organization unless allowed.,TRUE,TRUE,TRUE,3.3,3.3,3.3,3.3 Configure Data Access Control Lists,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_006_cis_6-2,M365,ssphp_use_case_m365_006_cis_6-2,OneDrive sync from unmanaged devices,Block OneDrive for Business sync from unmanaged devices,M365 006 [CIS 6.2],E3 Level 2,L2,6.2,Storage,"Microsoft OneDrive allows users to sign in their cloud tenant account, and begin syncing select folders or the entire contents of OneDrive to a local computer. By default this includes any computer with OneDrive already installed, whether or not it is Azure Domain Joined or Active Directory Domain joined.","Unmanaged devices pose a risk, since their security cannot be verified through existing security policies, brokers or endpoint protection. Allowing users to sync data to these devices takes that data out of the control of the organization. This increases the risk of the data either being intentionally or accidentally leaked.  Note: This setting is only applicable to Active Directory domains when operating in a hybrid configuration. It does not apply to Azure AD domains. If there are devices which are only Azure AD joined, consider using a Conditional Access Policy instead.",Enabling this feature will prevent users from using the OneDrive for Business Sync client on devices that are not joined to the domains that were defined.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_006_cis_6-3,M365,ssphp_use_case_m365_006_cis_6-3,External sharing links expiration,Ensure expiration time for external sharing links is set,M365 006 [CIS 6.3],E3 Level 1,L1,6.3,Storage,"The external sharing features of Microsoft SharePoint let users in the organization share content with people outside the organization (such as partners, vendors, clients, or customers). External sharing in SharePoint is part of secure collaboration with Microsoft 365.","An attacker can compromise a user account for a short period of time, send anonymous sharing links to an external account, then take their time accessing the data. They can also compromise external accounts and steal the anonymous sharing links sent to those external entities well after the data has been shared. Restricting how long the links are valid can reduce the window of opportunity for attackers.",Enabling this feature will ensure that link expire within the defined number of days. This will have an effect on links that were previously not set with an expiration.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_006_cis_6-4,M365,ssphp_use_case_m365_006_cis_6-4,3rd Party Storage Services,Ensure 'third-party storage services' are restricted in 'Microsoft 365 on the web',M365 006 [CIS 6.4],E3 Level 2,L2,6.4,Storage,"Third-party storage can be enabled for users in Microsoft 365, allowing them to store and share documents using services such as Dropbox, alongside OneDrive and team sites. Ensure Microsoft 365 on the web third-party storage services are restricted.","By using external storage services an organization may increases the risk of data breaches and unauthorized access to confidential information. Additionally, third-party services may not adhere to the same security standards as the organization, making it difficult to maintain data privacy and security.","Impact associated with this change is highly dependent upon current practices in the tenant. If users do not use other storage providers, then minimal impact is likely. However, if users do regularly utilize providers outside of the tenant this will affect their ability to continue to do so.",TRUE,TRUE,TRUE,3.3,3.3,3.3,3.3 Configure Data Access Control Lists,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
